"question_no","question","1","2","3","4"
"118","_______ ने 175 अरब डॉलर लागत के गोल्डन डोम मिसाइल रक्षा कवच कार्यक्रम की घोषणा की है।","चीन","रूस","भारत","अमेरिका"
"119","डब्ल्यूएचओ ने किन देशों को सार्वजनिक स्वास्थ्य समस्या के रूप में ट्रेकोमा से मुक्त प्रमाणित किया है?","म्यांमार","नेपाल","भारत","All of the above"
"120","_______ में 78वीं विश्व स्वास्थ्य सभा ‘वन वर्ल्ड फॉर हेल्थ' यानी “स्वास्थ्य के लिए एक विश्व” थीम के तहत शुरू हुई।","रॉटरडैम","पेरिस","लंदन","जेनेवा"
"121","ऑपरेशन सिंदूर पर भारत के राजनयिक वैश्विक संपर्क के लिए कितने सर्वदलीय शिष्टमंडल नियुक्त किए गए हैं?","3","4","6","7"
"122","भारतीय लेखिका, वकील और एक्टिविस्ट _______ ने 'हार्ट लैंप' के लिए इंटरनेशनल बुकर प्राइज जीता है।","बानू मुश्ताक","दीपा भष्ठी","शबाना आज़मी","अरुंधती भट्टाचार्य"
"123","परमाणु वैज्ञानिक और परमाणु ऊर्जा आयोग के पूर्व अध्यक्ष डॉ. एम.आर. श्रीनिवासन को किस वर्ष पद्म विभूषण से सम्मानित किया गया था?","1977","1984","1990","2015"
"124","किस राज्य के थेप्पाकाडु को भारत का पहले महावत गांव का उद्घाटन हुआ है?","केरल","तमिलनाड","कर्नाटक","महाराष्ट्र"
"125","भारत ने _______ से रेडीमेड गारमेंट्स और प्रोसेस्ड फूड की एंट्री पर बैन लगाया है।","चीन","बांग्लादेश","मालदीव","पाकिस्तान"
"126","विश्व खाद्य पुरस्कार फाउंडेशन ने किसको 2025 के विश्व खाद्य पुरस्कार का विजेता घोषित किया है?","डॉ. मारियांगेला हंगरिया","डॉ. यांगेला हंगरिया","डॉ. मारियां हंगरिया","डॉ. जुह्यतीं हंगरिया"
"127","किसने मिस वर्ल्ड स्पोर्ट्स चैलेंज जीत लिया है?","मिस एस्टोनिया एलीज़ रैंडमा","मिस वर्ल्ड मार्टीनिक","ऑरेली जोआचिम","एम्मा मॉरिसन"
"128","वित्त वर्ष 2025 में सबसे अधिक जीएसटी राजस्व वाले भारतीय राज्यों में कौन शीर्ष पर है?","महाराष्ट्र","गुजरात","कर्नाटक","बिहार"
"129","_______ भिखारी मुक्त होने वाला पहला भारतीय शहर बन गया है।","इंदौर","भोपाल","नागपुर","गवालियर"
"130","आंतरिक विस्थापन पर वैश्विक रिपोर्ट 2025 के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए- 1. वैश्विक आंतरिक विस्थापितों की संख्या 2024 में 83.4 मिलियन तक पहुँच गई है। 2. सूडान 11.6 मिलियन IDP के साथ सूची में सबसे ऊपर है। 3. भारत में, 2024 में विस्थापनों की कुल संख्या 5.4 मिलियन तक पहुँच गई है। उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1","केवल 1 और 2","केवल 2 और 3","उपरोक्त मे से सभी सही है।"
"131","58वें ज्ञानपीठ पुरस्कार से किसे सम्मानित किया गया है?","स्वामी रामभद्राचार्य","गुलजार","विनोद कुमार शुक्ला","A & B"
"132","भारतीय विदेश व्यापार संस्थान (आईआईएफटी) ने _______ में अपना पहला विदेशी परिसर स्थापित करने की घोषणा की है।","दुबई","रियाद","यूएई","कतर"
"133","बिहार कैबिनेट ने गया शहर का नाम बदलकर क्या करने का फ़ैसला लिया है?","गया श्री","श्री गया जी","गया जी","गया जय"
"134","दोहा डायमंड लीग में नीरज चोपड़ा पुरुषों की भाला फेंक स्पर्धा में किस स्थान पर रहे हैं?","प्रथम","द्वितीय","तृतीय","चतुर्थ"
"135","मई 2025 में NDA की 148वीं पासिंग आउट परेड के दौरान कौन-सी ऐतिहासिक पहली बार घटित हुई?","पहला विदेशी कैडेट स्नातक हुआ","पहली बार महिला कैडेटों की भारतीय सशस्त्र बलों में नियुक्ति हुई","राष्ट्रपति ने पहली बार समारोह में भाग लिया","NDA परेड में पहली बार ड्रोन प्रदर्शन हुआ"
"136","29 और 30 मई 2025 को राष्ट्रपति भवन में आयोजित दो दिवसीय साहित्यिक सम्मेलन का आयोजन किन दो संस्थाओं ने किया?","नीति आयोग और एनसीईआरटी","संस्कृति मंत्रालय और साहित्य अकादमी","नेशनल बुक ट्रस्ट और एआईसीटीई","यूजीसी और सीबीएसई"
"137","किस अमेरिकी राष्ट्रपति ने एलन मस्क को DOGE विभाग का नेतृत्व करने के लिए नियुक्त किया था?","जो बिडेन","बराक ओबामा","डोनाल्ड ट्रम्प","जॉर्ज बुश"
"138","प्रधानमंत्री नरेंद्र मोदी ने मई 2025 में नए लोकोमोटिव विनिर्माण संयंत्र का उद्घाटन कहाँ किया?","वडोदरा, गुजरात","सूरत, गुजरात","दाहोद, गुजरात","राजकोट, गुजरात"
"139","रोमानिया के राष्ट्रपति कौन बने?","इली बोलोजान","जॉर्ज सिमियन","निकुसोर डैन","क्लॉस इओहैनिस"
"140","78वें कान फिल्म महोत्सव में 'पाल्मे डी ओर' किसने जीता?","हयाकावा ची","सुजुकी यूई","जाफर पनाही","असगर फरहादी"
"141","मई 2025 में सुप्रीम कोर्ट द्वारा जारी कैडर समीक्षा आदेश में कौन से बल शामिल हैं?","ITBP और भारतीय सेना","BSF, CISF और भारतीय नौसेना","ITBP, BSF, सीआरपीएफ, CISF और SSB","पुलिस और तटरक्षक बल"
"142","राष्ट्रीय साक्षरता कार्यक्रम का नाम क्या है जिसने मिजोरम को पूर्ण साक्षरता हासिल करने में मदद की?","सर्व शिक्षा अभियान","डिजिटल इंडिया साक्षरता मिशन","उल्लास – नव भारत साक्षरता कार्यक्रम","शिक्षा सेतु अभियान"
"143","पीएम ई-ड्राइव योजना के तहत कितने सार्वजनिक ईवी चार्जिंग स्टेशन स्थापित करने की योजना है?","50,000","60,000","72,000","75,000"
"144","पीएम मोदी द्वारा संबोधित 78वीं विश्व स्वास्थ्य सभा का विषय क्या था?","सभी के लिए स्वास्थ्य","एक पृथ्वी, एक स्वास्थ्य","सार्वभौमिक स्वास्थ्य कवरेज","स्वास्थ्य के लिए एक विश्व"
"145","मई 2025 में खेलो इंडिया बीच गेम्स (KIBG) का पहला संस्करण कहाँ आयोजित किया गया था?","मरीना बीच, चेन्नई","बागा बीच, गोवा","घोघला बीच, दीव","जुहू बीच, मुंबई"
"146","EOS-09 उपग्रह को कक्षा में स्थापित करने के लिए ISRO के PSLV-C61 मिशन की विफलता का क्या कारण था?","रॉकेट के पहले चरण में कोई समस्या","लॉन्च पैड की खराबी","रॉकेट के तीसरे चरण में कोई विसंगति","उपग्रह के साथ संचार विफलता"
"147","मई 2025 में 59 सांसदों वाले सात समूहों को 32 देशों में भेजने का मुख्य उद्देश्य क्या है?","भारतीय पर्यटन और संस्कृति को बढ़ावा देना","अंतर्राष्ट्रीय व्यापार समझौतों पर हस्ताक्षर करना","ऑपरेशन सिंदूर के तहत आतंकवाद के खिलाफ एकजुट रुख पेश करना","संयुक्त राष्ट्र सुरक्षा परिषद में भारत की स्थायी सीट के लिए अभियान चलाना"
"148","संयुक्त राष्ट्र की मध्य-वर्षीय विश्व आर्थिक स्थिति और संभावना (WESP) रिपोर्ट के अनुसार, 2025 में चीन, अमेरिका और यूरोपीय संघ की तुलना में किस अर्थव्यवस्था के तेजी से बढ़ने की उम्मीद है?","संयुक्त राज्य अमेरिका","यूरोपीय संघ","भारत","जापान"
"149","सरकार ने मई 2025 में तुर्की की ग्राउंड हैंडलिंग फर्म सेलेबी एयरपोर्ट सर्विसेज इंडिया प्राइवेट लिमिटेड की सुरक्षा मंजूरी क्यों रद्द कर दी?", "ऑपरेशन संदूर के दौरान पाकिस्तान को तुर्की का समर्थन", "भारत में कंपनी का खराब वित्तीय प्रदर्शन", "विमानन सुरक्षा मानकों का पालन करने में सेलेबी की विफलता", "कर्मचारी शोषण और श्रम उल्लंघन के आरोप"
"150","समुद्री प्रदूषण को दूर करने और कचरे से हरित हाइड्रोजन विकसित करने के लिए मई 2025 में नई भारत-यूरोपीय संघ अनुसंधान पहल किस मंच के तहत शुरू की गई थी?", "भारत-यूरोपीय संघ पर्यावरण समझौता", "भारत-यूरोपीय संघ हरित गठबंधन", "भारत-यूरोपीय संघ व्यापार और प्रौद्योगिकी परिषद (TTC)", "भारत-यूरोपीय संघ सतत विकास मंच"
"151","3-नैनोमीटर चिप डिज़ाइन पर काम करने वाले भारत के पहले डिज़ाइन केंद्रों का उद्घाटन कहाँ किया गया?", "मुंबई और पुणे", "हैदराबाद और चेन्नई", "नोएडा और बेंगलुरु", "दिल्ली और अहमदाबाद"
"152","अंतर्राष्ट्रीय समुद्री रक्षा प्रदर्शनी (IMDEX) एशिया 2025 कहाँ आयोजित की गई थी?", "कुआलालंपुर, मलेशिया", "जकार्ता, इंडोनेशिया", "चांगी प्रदर्शनी केंद्र, सिंगापुर", "बैंकॉक, थाईलैंड"
"153","भारत द्वारा पाकिस्तान में आतंकी शिविरों को निशाना बनाकर शुरू किए गए सैन्य अभियान का नाम क्या है?", "ऑपरेशन विजय", "ऑपरेशन सिंदूर", "ऑपरेशन शक्ति", "ऑपरेशन सूर्या"
"154","जर्मनी के नए चांसलर के रूप में किसे चुना गया है?", "ओलाफ स्कोल्ज़", "आर्मिन लैशेट", "फ्रेडरिक मर्ज़", "एंजेला मर्केल"

"155","6 मई, 2025 को भारत और यूके ने किन प्रमुख समझौतों की घोषणा की?", "जलवायु समझौता और रक्षा सौदा", "शिक्षा विनिमय संधि", "फ्री ट्रेड अग्रीमेंट", "परमाणु समझौता"


