"question_no","question","1","2","3","4"
"119","बिहार विधानसभा ने बिहार सार्वजनिक परीक्षा (अनुचित साधनों की रोकथाम) विधेयक, 2024 पारित किया। इस संदर्भ में निम्नलिखित कथनों पर विचार कीजिए-

जिसका उद्देश्य राज्य में सरकारी भर्ती परीक्षाओं में प्रश्नपत्र लीक और अन्य कदाचार को रोकना है।

विधेयक में तीन से पांच साल की कैद और 10 लाख रुपये के जुर्माने का प्रावधान शामिल है।

यदि कोई सेवा प्रदाता, कदाचार में लिप्त है, तो उसे 1 करोड़ रुपये का जुर्माना और चार साल के लिए उसकी सेवाओं को समाप्त करना होगा।
उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"120","केंद्रीय बजट 2024 में वित्त मंत्री निर्मला सीतारमण ने बिहार में राजमार्ग विकास में रुपये के निवेश की घोषणा की।","26,000 करोड़","28,000 करोड़","30,000 करोड़","36,000 करोड़"
"121","केंद्रीय बजट 2024 बिहार के संदर्भ में निम्नलिखित कथनों के बारे में विचार कीजिए-

कोसी नदी के जल का दोहन और उपयोग करने के लिए 11,500 करोड़ रुपये आवंटित किए गए हैं।

पीरपैंती में 21,400 करोड़ रुपये की लागत से 2400 मेगावाट का नया बिजली संयंत्र स्थापित किया जाएगा।

बिहार में राजमार्ग विकास में 26,000 करोड़ रुपये के निवेश की घोषणा की।
उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"122","18वीं लोकसभा चुनाव में परिणाम के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए -
I. बिहार की 40 सीटों में पाँच महिला उम्मीदवारों ने जीत दर्ज की है।
II. शाम्भवी चौधरी देश में सबसे कम उम्र की सांसद चुनी गई हैं।
III. लोक जनशक्ति पार्टी (रामविलास) को कितनी 5 सीटों पर जीत मिली है?
बिहार के कुल आठ सांसदों ने केंद्रीय मंत्री पद की शपथ ली।
उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल I और II","केवल II और III","केवल I और III","उपरोक्त मे से सभी सही है।"
"123","तीन दिवसीय 'राष्ट्रीय मखाना सेमिनार' का आयोजन कहाँ किया गया ?","मधुबनी","खगड़िया","पूर्णिया","दरभंगा"
"124","बिहार में राज्य स्तरीय आम महोत्सव- 2024 का उद्घाटन किसने किया ?","मुख्यमंत्री नीतीश कुमार ने","राज्यपाल राजेंद्र विश्वनाथ","केंद्रीय मंत्री गिरिराज सिंह ने","केंद्रीय मंत्री नित्यानंद राय ने"
"125","पटना के बाद अब बिहार के गया, भागलपुर, दरभंगा और किस शहर में मेट्रो रेल परियोजना परिचालन प्रस्ताव को कैबिनेट ने मंजूरी प्रदान कर दी है?","खगड़िया","दरभंगा","मुज़फ़्फ़रपुर","भागलपुर"
"126","राज्य में बालू की गुणवत्ता के आधार पर लोगों को बालू ख़रीद के लिए उप मुख्यमंत्री विजय कुमार सिन्हा ने किस पोर्टल का शुभारम्भ किया है ?","बालू आपके द्वार","सुलभ बालू","बालू हमारा अधिकार","बालू ऑनलाइन"
"127","'माइंड फेस्ट-2024' का आयोजन कहाँ किया गया था ?","भागलपुर","पटना","दरभंगा","मुज़फ़्फ़रपुर"
"128","हाल ही में बिहार में MBBS की पढ़ाई किस भाषा में किए जाने की घोषणा सरकार द्वारा की गई है ?","मैथिली","हिंदी","उर्दू","भोजपुरी"
"129","निम्नलिखित में से कौन सा क्षेत्र को बिहार की रामसर स्थल के रूप में चिन्हित नहीं किया गया है ?","नागी पक्षी अभयारण्य jamui","नक़टी पक्षी अभयारण्यjamui","कावर लैक_Begusarai","वाल्मीकि वन्यजीव अभयारण्य"
"130","भारत के प्रधान मंत्री बिहार के राजगीर में नालंदा विश्वविद्यालय के नए परिसर का उद्घाटन किया। इस संदर्भ में निम्नलिखित कथनों पर विचार कीजिए-

विश्वविद्यालय की परिकल्पना 2007 में भारत और पूर्वी एशिया शिखर सम्मेलन (ईएएस) देशों के बीच एक संयुक्त सहयोग के रूप में की गई है।

455 एकड़ भूमि में फैला यह विश्व का सबसे बड़ा 'नेट ज़ीरो' ग्रीन कैंपस है।

नालंदा विश्वविद्यालय के खंडहरों को संयुक्त राष्ट्र विरासत स्थल 2016 में घोषित किया गया था।
उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है ।"
"131","बिहार को प्राकृतिक आपदाओं से निपटने के लिए बिहार राज्य आपदा प्रबंधन प्राधिकरण ने किस संगठन के साथ मिलकर काम करने पर सहमति जतायी है ?","इसरो","DRDO","IIT दिल्ली","IISC बेंगलुरु"
"132","बिहार के पूर्व उपमुख्यमंत्री सुशील कुमार मोदी का 72 वर्ष की आयु में नई दिल्ली में निधन हो गया। उनके संदर्भ में निम्नलिखित कथनों पर विचार कीजिए-

वह मृत्यु से पूर्व बिहार से राज्यसभा में सांसद थे।

2005 से 2013 और 2017 से 2020 तक बिहार के उपमुख्यमंत्री और वित्त मंत्री भी रहे। उनका संबंध JP आंदोलन से था।
उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है ।"
"133","नैक में A++ की ग्रेडिंग पाने वाला बिहार राज्य का पहला कॉलेज कौन बन गया है?","पटना वीमेंस कॉलेज","एन कॉलेज पटना","एच डी जैन कॉलेज आरा","MS कॉलेज चंपारण"
"134","नाबार्ड ने वित्तीय वर्ष 2023-24 के दौरान पुनर्वित्त प्रत्यक्ष, वित्त तथा अनुदान सहायता के रूप में बिहार में करोड़ रुपये वित्तीय सहायता प्रदान किया है।","10,372.86 करोड़","12,372.86 करोड़","15,372.86 करोड़","18,372.86 करोड़"
"135","बिहार सीवान के प्रसिद्ध सामाजिक उद्यमी का नाम क्या है, जिसे वर्ल्ड इकोनॉमिक फ़ोरम ने वर्ष 2024 का ज्ञान ग्लोबल लीडर घोषित किया है ?","अद्वैत नायर","शरद विवेक सागर","प्रिया अग्रवाल","शाश्वत गोयनका"
"136","बिहार के किस ज़िले में स्थित पटवा टोली का नाम ‘IIT फ़ैक्ट्री' के रूप में चर्चा में रहा है?","गया","नवादा","नालंदा","मुज़फ़्फ़रपुर"
"137","नाबार्ड ने वित्तीय वर्ष 2023-24 के दौरान पुनर्वित्त, प्रत्यक्ष वित्त और अनुदान सहायता के रूप में बिहार में रुपये की वित्तीय सहायता दी।","10372.86 करोड़","12372.86 करोड़","13372.86 करोड़","14572.86 करोड़"
"138","(SJVN) लिमिटेड ने सुरंग परियोजनाओं में उन्नत भूवैज्ञानिक मॉडल का उपयोग करने के लिए इस संस्था के साथ एक समझौते पर हस्ताक्षर किए हैं","IIM पटना","IIT पटना","NIT पटना","पटना कॉलेज घटना"
"139","आईआईएम बोधगया के छठे दीक्षांत समारोह के मुख्य अतिथि कौन थे ?","राष्ट्रपति द्रौपदी मुर्मू","उपराष्ट्रपति जगदीप धनकड़","प्रधानमंत्री नरेंद्र मोदी","इनमें से कोई नहीं"
"140","भारत मंडपम में आयोजित नेशनल क्रिटिक्स अवार्ड में प्रधानमंत्री नरेंद्र मोदी ने मैत्री ठाकुर को अवार्ड से सम्मानित किया है।","Best Storyteller Award.","The Disruptor of the Year.","Celebrity Creator of the Year.","Cultural ambassador of the year"
"141","डाक विभाग, बिहार इंडस्ट्रीज़ असोसिएशन के साथ मिलकर डाकघर के डाक निर्यात केंद्र की मदद से उद्यमी और व्यापारी को कितनी किलोग्राम वज़न तक पार्सल को विदेशों में भेजने पर समझौता किया है ?","100 किलोग्राम","50 किलोग्राम","35 किलोग्राम","20 किलोग्राम"
"142","मुख्यमंत्री नीतीश कुमार ने किस ज़िले के वाल्मीकिनगर में अंतरराष्ट्रीय कन्वेंशन सेंटर का उद्घाटन किया है?","पूर्वी चंपारण","पश्चिमी चंपारण","खगड़िया","कैमूर"
"143","नई बिहार सरकार के कैबिनेट मंत्रियों से संबंधित पोर्टफोलियो में ग़लत मिलान की पहचान कीजिए?","विजेंद्र प्रसाद यादव - उद्योग एवं पर्यटन विभाग","प्रेम कुमार - सहकारिता पर्यावरण वन एवं जलवायु विभाग","संतोष कुमार सुमन- जल संसाधन एवं आपदा प्रबंधन विभाग","सुमित कुमार सिंह - विज्ञान प्रौद्योगिकी एवं तकनीकी शिक्षा विभाग"
"144","राष्ट्रीय कृषि और ग्रामीण विकास बैंक, नाबार्ड ने वर्ष 2024-25 में बिहार के लिए टिकाऊ कृषि और ग्रामीण विकास के लिए नीतियों को ध्यान में रखते हुए कितने ऋण क्षमता का अनुमान लगाया है?","2,57,738 करोड रुपये","2,47,730 करोड रुपये","2,43,093 करोड रुपये","2,57,738 करोड रुपये"
"145","बिहार सरकार की वर्तमान मुख्य सचिव कौन है?","amrit lal meena","आलोक राज","विनोद चंद्रन","अश्वमेध देवी"
"146","बिहार सरकार ने सभी राशन कार्ड धारकों को हर साल रुपये तक का मुफ्त इलाज देने का फैसला किया है।","5 लाख","8 लाख","10 लाख","15 लाख"
"147","क्लाइमेट रेजिलियेंट एंड लो कार्बन पथवे” रिपोर्ट के अनुसार, 2070 तक बिहार का ग्रीनहाउस गैस उत्सर्जन बढ़ने का अनुमान है।","2.2 गुना","3.2 गुना","5.2 गुना","8.2 गुना"
"148","स्विस संगठन IQAir द्वारा जारी विश्व वायु गुणवत्ता रिपोर्ट 2023 के अनुसार, बिहार का दुनिया का सबसे प्रदूषित महानगरीय क्षेत्र बनकर उभरा है।","मोतिहारी","बेगूसराय","पूर्णिया","पटना"
"149","हिंदी और मैथिली की जानीमानी साहित्यकार उषा किरण का 82 वर्ष की उम्र में निधन हो गया। उन्हें निम्नलिखित में से कौन से सर्वोच्च नागरिक सम्मान से सम्मानित किया जा चुका है ?","भारत रत्न","पद्म विभूषण","पद्म भूषण","पद्म श्री"
"150","केंद्रीय पतन पोत परिवहन और जल मार्ग मंत्री सर्वानंद सोनोवाल ने 82 करोड़ 48 लाख रुपये की लागत से बनने वाले कालू घाट अंतरदेशीय टर्मिनल का उद्घाटन इस ज़िले में किया है?","सारण","भागलपुर","मुंगेर","बक्सर"
"151","24 फ़रवरी से 26 फ़रवरी तक तीन दिवसीय राष्ट्रीय किसान मेला का आयोजन बिहार में कहा किया गया?","एग्रो ऑटोनामस कृषि विश्वविद्यालय","बिहार कृषि विश्वविद्यालय","केला अनुसंधान केन्द्र","डॉक्टर राजेंद्र प्रसाद केन्द्रीय कृषि विश्वविद्यालय"
"152","ज़िले में स्थित सिमरिया गंगा धाम पर हरिद्वार के हर की पौड़ी की तर्ज पर 115 करोड़ रुपया की लागत से रिवर फ्रंट निर्माण का कार्य CM नीतीश कुमार ने प्रारंभ किया।","begusarai","बक्सर","भागलपुर","रोहतास"
"153","बिहार स्टार्टअप फंड ट्रस्ट ने के साथ समझौते पर हस्ताक्षर कर राज्य में स्टार्टअप के विकास के अनुकूल पारिस्थितिकी तंत्र बनाकर उद्यमिता और नवाचार को बढ़ावा देने के लिए समझौते पर हस्ताक्षर किया।","NABARD","IDBI","SIDBI","RBI"
"154","बिहार राज्य आपदा प्रबंधन प्राधिकरण ने मानव जीवन की सुरक्षा के लिए नवीन पहल तकनीकी हस्तक्षेप (NITISH) डिवाइस लॉन्च की है। इस संदर्भ में निम्नलिखित कदमों पर विचार कीजिए - 1. यह पेंडेंट के आकार का उपकरण है जो किसानों और जनता को समय पर अलर्ट प्रदान करने के लिए डिज़ाइन किया गया है। 2. इसे भारतीय प्रौद्योगिकी संस्थान (IIT), पटना के सहयोग से बनाया गया है। 3. पेंडेंट शरीर की गर्मी से चार्ज होगा और सटीक मौसम संबंधी अलर्ट सुनिश्चित करता है। उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"155","बिहार सरकार बजट 2024 के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए- बजट का कुल आकार 2.78 लाख करोड़ रुपये है। 1. 22% से अधिक धन आवंटित करके शिक्षा को अपनी सर्वोच्च प्राथमिकता बनाया। 2. बजट में 1,121.41 करोड़ रुपये का राजस्व अधिशेष है और 2.98% का राजकोषीय घाटा दिखाया गया है। उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"156","बिहार के किस जिले के पपरौर ग्राम पंचायत में ‘स्मार्ट ग्राम पंचायत: ग्राम पंचायत के डिजिटलीकरण की दिशा में क्रांति' परियोजना का उद्घाटन किया गया।","दरभंगा","मोतिहारी","भोजपुर","बेगूसराय"
"157","राष्ट्रपिता महात्मा गांधी को समर्पित देश का पहला सबसे बड़ा बाबू टावर का उद्घाटन कहा गया है ?","नई दिल्ली","अहमदाबाद","गांधीनगर","पटना"
"158","गुरु गोबिन्द सिंह महाराज का प्रकाश पर्व 15-17 2025जनवरी तक पटना सिटी में तख्त श्री हरमंदिर साहिब गुरुद्वारा में आयोजित किया गया।","358वाँ2025 me","200वाँ","350वाँ","357वाँ2024 m"
"159","मुज़फ़्फ़रपुर की प्रीति ने भुवनेश्वर में आयोजित राष्ट्रीय स्तर के रख भी खेल में कौनसा पदक अपने नाम किया है ?","स्वर्ण पदक","रजत पदक","कांस्य पदक","इनमें से कोई नहीं"
"160","दो बार बिहार के मुख्यमंत्री रहे कर्पूरी ठाकुर को उनके जयंती पर सर्वोच्च नागरिक सम्मान भारत रत्न देने की घोषणा हुई है।","100 वाँ","150वाँ","125वाँ","175वाँ"
"161","75th गणतंत्र दिवस के अवसर पर पद्म पुरस्कारों की घोषणा की गई, इसमें बिहार के 7 विभूतियों को उनके उत्कृष्ट कार्यों के लिए सम्मानित किया गया। ग़लत मिलान की पहचान कीजिए-","डॉक्टर बिन्देश्वर पाठक, पद्मविभूषण- टिकुली कला भीष्म पितामह","डॉक्टर CP ठाकुर, पद्म भूषण- चिकित्सा के क्षेत्र में योगदान के लिए","सुरेंद्र किशोर, पद्मश्री- पत्रकारिता में हम योगदान के लिए","राम कुमार मलिक, पद्मश्री -दरभंगा घराने के ध्रुपद गायक"
"162","नीतीश कुमार ने बार बतौर बिहार के मुख्यमंत्री पद का शपथ लिया।","7th","8th","9th","10th"
"163","राज्य कैबिनेट ने बिहार आईटी पॉलिसी – 2024 के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए - 1. यह पॉलिसी अगले 5 वर्षों तक लागू रहेगी। 2. राज्य में पहले से आईटी सेक्टर में काम कर रहीं जो इकाइयां नए रोजगार सृजित करेंगी और जिनमें 50% बिहारी होंगे, वह सब्सिडी लेने के पात्र होंगी। 3. न्यूनतम 5 करोड़ कैपिटल इन्वेस्टमेंट पर 30% कैपिटल सब्सिडी दी जाएगी। इसकी अधिकतम राशि 30 करोड़ रूपये होगी। उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"164","बिहार राज्य कैबिनेट ने 'खेल विभाग' के गठन की मंजूरी दे दी है। ये राज्य सरकार का विभाग होगा। जितेंद्र कुमार राय प्रदेश के पहले खेल मंत्री होंगे।","42वां","43वां","45वां","46वां"
"165","नीति आयोग की रिपोर्ट नेशनल मल्टीडायमेंशनल पॉवर्टी इंडेक्स के अनुसार बिहार में सबसे ज्यादा आबादी अब भी गरीब है।","22.23%","26.59%","27.89%","29.02%"
"166","राज्य के 94 लाख 33 हजार 212 गरीब परिवारों के एक – एक सदस्य को रोजगार करने के लिए सरकार लघु उद्यमी योजना के तहत रुपये देगी जिसे वापस नहीं लेगी।","1 लाख","2 लाख","3 लाख","4 लाख"
"167","राष्ट्रीय अपराध रिकॉर्ड ब्यूरो (NCRB) की ओर से जारी रिपोर्ट के संदर्भ में निम्नलिखित कथनों पर विचार कीजिए- 1. बिहार देश का दूसरा सबसे बड़ा राज्य है, जहाँ पर सबसे अधिक हत्या के मामले दर्ज किये गए। 2. बिहार देश के टॉप-10 राज्यों में आर्थिक अपराधों में छठे और साइबर अपराधों में सातवें स्थान पर है. 3. महिला अपराध दर में बिहार 23वां, जबकि बच्चों के खिलाफ अपराध दर में यह 25वें स्थान पर है. उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है ।"
"168","बिहार की ज्योति सिन्हा को मधुबनी पेंटिंग की प्रशिक्षण देने के लिए राष्ट्रीय पुरस्कार श्रेष्ठ दिव्यांगजन से सम्मानित किया गया। वह बिहार के किस ज़िले की रहने वाली है ?","muzaffarpur","मोतिहारी","मधुबनी","पटना"
"169","के अरावां में एशिया का सबसे बड़ा इथेनॉल प्लांट शुरू किया गया है। इसकी उत्पादन क्षमता 550 किलो लीटर प्रतिदिन है।","मोतिहारी","मधुबनी","पटना","नालंदा"
"170","वर्ल्ड फूड इंडिया-2023 के समापन समारोह में राज्यों की श्रेणी में उत्कृष्ट प्रदर्शन के लिए को पहला पुरस्कार मिला।","उत्तर प्रदेश","झारखंड","छत्तीसगढ़","बिहार"
"171","बिहार राज्य में 50 साल या इससे अधिक के पुराने पेड़ विरासत वृक्ष के लिए जैव विविधता विभाग प्रति वृक्ष कितना अनुदान देगा।","5000 रुपए","10000 रुपए","15000 रुपए","20000 रुपए"
"172","राष्ट्रपति द्रौपदी मुर्मू 2023 से 2027 तक के लिए चौथे कृषि रोडमैप का उद्घाटन किया इस संदर्भ में निम्नलिखित कथनों पर विचार कीजिए- 1. 2023 से लेकर 2028 के बीच सरकार इस पर कुल 1.62 लाख करोड़ रुपये ख़र्च करेगी। 2. राज्य में 100 सीड हब बनाया जाना है और 20 मिलेट हब होंगें। 3. जूट की खेती और गुड़ उद्योग को बढावा दी जाएगी। उपर्युक्त कथनों में से कौन सा/से सत्य है/हैं?","केवल 1 और 2","केवल 2 और 3","केवल 1 और 3","उपरोक्त मे से सभी सही है।"
"173","बिहार के में खुलेगा राज्य का पहला प्लास्टिक वेस्ट मैनेजमेंट संस्थान।","भागलपुर","मधुबनी","पटना","नालंदा"
"174","कौन सा राज्य गंगा पथ पर आयोजित खेलो इंडिया महिला रोड साइकिलिंग लीग में 28 अंक हासिल कर ओवरऑल चैंपियन बना।","उत्तर प्रदेश","झारखंड","छत्तीसगढ़","बिहार"

"175","में उत्पादित होने वाले मर्चा धान को जीआई टैग मिल गया है।","भागलपुर","मधुबनी","पूर्वी चंपारण","पश्चिम चंपारण"




